WELL_ID,WELL_NAME,WELL_TYPE,HOST_WELL_ID,STATUS,NORTHING,EASTING,SORT_NAME
A7992,299-W23-156,VADOSE WELL,,IN-USE,134476.385,566790.649,1-0299-W0023A-A0156A
A7993,299-W23-157,VADOSE WELL,,IN-USE,134481.206,566782.47,1-0299-W0023A-A0157A
A8530,699-33-30,VADOSE WELL,,DECOMMISSIONED-V,133594.192,580770.011,1-0699-A0033-A0030A
A8539,699-34-39B,VADOSE WELL,,DECOMMISSIONED-V,133867.873,578026.612,1-0699-A0034-A0039B
A8562,699-36-2,UNCLASSIFIED,,DECOMMISSIONED-V,134397.669,589225.48,1-0699-A0036-A0002A
A8573,699-36-61B,INDEPENDENT PIEZOMETER,,IN-USE,134586.889,571401.207,1-0699-A0036-A0061B
A8574,699-36-E3,VADOSE WELL,,DECOMMISSIONED-V,134348.171,590776.908,1-0699-A0036-E0003A
A8579,699-37-36,VADOSE WELL,,DECOMMISSIONED-V,134722.139,578973.29,1-0699-A0037-A0036A
A8593,699-38-14,VADOSE WELL,,DECOMMISSIONED-V,134939.134,585495.107,1-0699-A0038-A0014A
A9477,299-W15-5S,HOSTED PIEZOMETER,A4930,DECOMMISSIONED-V,135511.737,566734.978,1-0299-W0015A-A0005S
A6989,299-E33-181,VADOSE WELL,,IN-USE,137287.307,573864.596,1-0299-E0033A-A0181A
B2615,699-39-7O,VADOSE WELL,,DECOMMISSIONED-V,135537.4,587815.3,1-0699-A0039-A0007O
B2756,299-W18-37,GROUNDWATER WELL,,IN-USE,135323.433,565904.374,1-0299-W0018A-A0037A
A8487,699-28-52B,GROUNDWATER WELL,,CANDIDATE FOR DECOMMISSIONING,132113.781,574185.173,1-0699-A0028-A0052B
A8506,699-31-53A,GROUNDWATER WELL,,CANDIDATE FOR DECOMMISSIONING,132960.355,573754.446,1-0699-A0031-A0053A
A8512,699-32-22B,GROUNDWATER WELL,,IN-USE,133240.07,583199.803,1-0699-A0032-A0022B
A8527,699-33-21A,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,133484.33,583372.34,1-0699-A0033-A0021A
A6995,299-E33-187,VADOSE WELL,,IN-USE,137326.826,573858.151,1-0299-E0033A-A0187A
A8729,699-46-21A,UNCLASSIFIED,,DECOMMISSIONED-V,137556.873,583604.141,1-0699-A0046-A0021A
A8734,699-46-21G,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,137596.506,583422.218,1-0699-A0046-A0021G
A8737,699-46-33,GROUNDWATER WELL,,CANDIDATE FOR DECOMMISSIONING,137564.063,579960.457,1-0699-A0046-A0033A
A8745,699-47-7,GROUNDWATER WELL,,IN-USE,138288.863,587892.208,1-0699-A0047-A0007A
A8749,699-47-42,UNCLASSIFIED,,DECOMMISSIONED-V,137909.026,577156.481,1-0699-A0047-A0042A
A8752,699-47-51,VADOSE WELL,,DECOMMISSIONED-V,137953.171,574352.297,1-0699-A0047-A0051A
A8755,699-47-80C,PIEZOMETER HOST,,IN-USE,137718.183,565530.319,1-0699-A0047-A0080C
A8760,699-48-7B,VADOSE WELL,,DECOMMISSIONED-V,138256,587424,1-0699-A0048-A0007B
A8761,699-48-7C,VADOSE WELL,,DECOMMISSIONED-V,138256,587829,1-0699-A0048-A0007C
A8764,699-48-18,GROUNDWATER WELL,,IN-USE,138726.338,584426.519,1-0699-A0048-A0018A
A8767,699-48-35,GROUNDWATER WELL,,CANDIDATE FOR DECOMMISSIONING,138272.231,579291.184,1-0699-A0048-A0035A
A8769,699-48-48B,VADOSE WELL,,DECOMMISSIONED-V,138104.005,575179.031,1-0699-A0048-A0048B
A9566,299-W22-14P,HOSTED PIEZOMETER,A7839,DECOMMISSIONED-V,134166.146,567186.931,1-0299-W0022A-A0014P
A9571,299-W22-24S,HOSTED PIEZOMETER,A7845,IN-USE,134410.86,567648.17,1-0299-W0022A-A0024S
A9574,299-W22-27P,HOSTED PIEZOMETER,A7847,DECOMMISSIONED-V,134496.761,567151.707,1-0299-W0022A-A0027P
A9576,299-W22-27R,HOSTED PIEZOMETER,A7847,DECOMMISSIONED-V,134496.761,567151.707,1-0299-W0022A-A0027R
A8831,699-52-14B,VADOSE WELL,,DECOMMISSIONED-V,139425.687,585723.273,1-0699-A0052-A0014B
A9635,699-31-31R,HOSTED PIEZOMETER,A5123,DECOMMISSIONED-V,132794.238,580551.687,1-0699-A0031-A0031R
A8030,299-W23-194,VADOSE WELL,,IN-USE,134305.095,566784.335,1-0299-W0023A-A0194A
A8032,299-W23-196,VADOSE WELL,,IN-USE,134306.182,566763.596,1-0299-W0023A-A0196A
A9518,299-W23-231,VADOSE WELL,,DECOMMISSIONED-V,134601.06,566301.33,1-0299-W0023A-A0231A
A9521,699-39-84CT,HOSTED PIEZOMETER,A8610,IN-USE,135566.126,564337.745,1-0699-A0039-A0084CT
A8007,299-W23-171,VADOSE WELL,,IN-USE,134421.601,566810.842,1-0299-W0023A-A0171A
A8609,699-39-84B,VADOSE WELL,,DECOMMISSIONED-V,135557.641,564260.334,1-0699-A0039-A0084B
A8620,699-40-2,GROUNDWATER WELL,,CANDIDATE FOR DECOMMISSIONING,135806.352,589129.864,1-0699-A0040-A0002A
A8632,699-40-12F,VADOSE WELL,,DECOMMISSIONED-V,135655.055,586318.783,1-0699-A0040-A0012F
A8642,699-40-33C,GROUNDWATER WELL,,DECOMMISSIONED-V,135827.013,579682.607,1-0699-A0040-A0033C
A8646,699-41-1A,GROUNDWATER WELL,,IN-USE,135965.477,589539.529,1-0699-A0041-A0001A
A8655,699-41-41,VADOSE WELL,,DECOMMISSIONED-V,135957.3,577755.3,1-0699-A0041-A0041A
A8666,699-42-27,VADOSE WELL,,DECOMMISSIONED-V,136376.562,581789.373,1-0699-A0042-A0027A
B2898,299-E25-133,UNCLASSIFIED,,IN-USE,136172.42,575436.3,1-0299-E0025A-A0133A
A8014,299-W23-178,GROUNDWATER WELL,,IN-USE,134455.691,566806.777,1-0299-W0023A-A0178A
A8016,299-W23-180,VADOSE WELL,,IN-USE,134516.425,566825.531,1-0299-W0023A-A0180A
A8679,699-43-9,GROUNDWATER WELL,,IN-USE,136505.359,587245.514,1-0699-A0043-A0009A
A8691,699-43-42E,PIEZOMETER HOST,,DECOMMISSIONED-V,136562.198,577179.422,1-0699-A0043-A0042E
A8697,699-43-83,GROUNDWATER WELL,,IN-USE,136472.267,564475.245,1-0699-A0043-A0083A
A9557,299-W19-1P,HOSTED PIEZOMETER,A4944,DECOMMISSIONED-V,134925.623,566886.932,1-0299-W0019A-A0001P
A9558,299-W19-4O,HOSTED PIEZOMETER,A4958,DECOMMISSIONED-V,135350.792,567949.931,1-0299-W0019A-A0004O
A7926,299-W23-90,VADOSE WELL,,IN-USE,134184.472,566795.612,1-0299-W0023A-A0090A
A7934,299-W23-98,VADOSE WELL,,IN-USE,134225.256,566815.28,1-0299-W0023A-A0098A
A8044,299-W23-208,VADOSE WELL,,IN-USE,134399.018,566759.392,1-0299-W0023A-A0208A
A8045,299-W23-210,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,134531.47,566694.629,1-0299-W0023A-A0210A
A8046,299-W23-212,VADOSE WELL,,IN-USE,134503.646,566786.677,1-0299-W0023A-A0212A
A8049,299-W23-218,VADOSE WELL,,IN-USE,134421.343,566842.168,1-0299-W0023A-A0218A
A9653,699-32-72AS,HOSTED PIEZOMETER,A5130,DECOMMISSIONED-V,133362.612,567942.676,1-0699-A0032-A0072AS
A9663,699-36-61BR,HOSTED PIEZOMETER,A8573,DECOMMISSIONED-V,134586.889,571401.207,1-0699-A0036-A0061BR
A9680,699-37-82BP,HOSTED PIEZOMETER,A8580,DECOMMISSIONED-V,134733.616,564904.599,1-0699-A0037-A0082BP
A9702,699-43-42CP,HOSTED PIEZOMETER,A8689,DECOMMISSIONED-V,136633.166,577166.33,1-0699-A0043-A0042CP
A9704,699-43-42DP,HOSTED PIEZOMETER,A8690,DECOMMISSIONED-V,136635.072,577172.828,1-0699-A0043-A0042DP
A9707,699-43-42EP,HOSTED PIEZOMETER,A8691,DECOMMISSIONED-V,136562.198,577179.422,1-0699-A0043-A0042EP
A9717,699-44-64O,HOSTED PIEZOMETER,A5188,DECOMMISSIONED-V,136897.434,570390.651,1-0699-A0044-A0064O
A9722,699-48-48AS,HOSTED PIEZOMETER,A8768,IN-USE,138112.7,575196.576,1-0699-A0048-A0048AS
A9724,699-50-85O,HOSTED PIEZOMETER,A5229,DECOMMISSIONED-V,138669.323,564130.196,1-0699-A0050-A0085O
A9725,699-50-85P,HOSTED PIEZOMETER,A5229,IN-USE,138669.323,564130.196,1-0699-A0050-A0085P
A9728,699-50-85S,HOSTED PIEZOMETER,A5229,DECOMMISSIONED-V,138669.323,564130.196,1-0699-A0050-A0085S
A9730,699-51-75P,HOSTED PIEZOMETER,A5232,IN-USE,138906.286,566978.076,1-0699-A0051-A0075P
A9454,299-E13-20P,HOSTED PIEZOMETER,A5865,DECOMMISSIONED-V,134312.878,573609.776,1-0299-E0013A-A0020P
B2607,699-39-7G,VADOSE WELL,,DECOMMISSIONED-V,135465.1,587815.4,1-0699-A0039-A0007G
B2463,299-W19-38,GROUNDWATER WELL,,DECOMMISSIONED-V,134849.143,567780.979,1-0299-W0019A-A0038A
B2471,299-W15-31A,GROUNDWATER WELL,,IN-USE,135856.102,566377.105,1-0299-W0015A-A0031A
A7939,299-W23-103,VADOSE WELL,,IN-USE,134237.134,566818.899,1-0299-W0023A-A0103A
A9926,A9926,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,134988,567185,9-A9926-A9926A-A0001A
A9927,A9927,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,134988,567185,9-A9927-A9927A-A0001A
A9928,A9928,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,134988,567185,9-A9928-A9928A-A0001A
A9930,A9930,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,134988,567185,9-A9930-A9930A-A0001A
A9942,299-E33-329,UNCLASSIFIED,,DECOMMISSIONED-V,139454.109,575208.5,1-0299-E0033A-A0329A
A7944,299-W23-108,VADOSE WELL,,IN-USE,134238.599,566759.327,1-0299-W0023A-A0108A
A7952,299-W23-116,VADOSE WELL,,IN-USE,134211.729,566761.153,1-0299-W0023A-A0116A
A7834,299-W22-9,GROUNDWATER WELL,,IN-USE,134042.732,567739.688,1-0299-W0022A-A0009A
A7173,299-W10-83,VADOSE WELL,,IN-USE,136428.136,566754.528,1-0299-W0010A-A0083A
A7843,299-W22-20,GROUNDWATER WELL,,IN-USE,133879.246,567593.094,1-0299-W0022A-A0020A
A7845,299-W22-24,PIEZOMETER HOST,,IN-USE,134410.86,567648.17,1-0299-W0022A-A0024A
A7560,299-W18-77,VADOSE WELL,,DECOMMISSIONED-V,135431.162,566544.972,1-0299-W0018A-A0077A
A7607,299-W18-124,VADOSE WELL,,IN-USE,135067.043,566827.929,1-0299-W0018A-A0124A
A7609,299-W18-126,VADOSE WELL,,IN-USE,135087,566842.051,1-0299-W0018A-A0126A
A7869,299-W22-62,VADOSE WELL,,DECOMMISSIONED-V,134649.339,567616.877,1-0299-W0022A-A0062A
A7192,299-W10-102,VADOSE WELL,,IN-USE,136760.11,566850.321,1-0299-W0010A-A0102A
A7544,299-W18-61,VADOSE WELL,,DECOMMISSIONED-V,135476.924,566551.116,1-0299-W0018A-A0061A
A7601,299-W18-118,VADOSE WELL,,IN-USE,135036.544,566796.533,1-0299-W0018A-A0118A
A7602,299-W18-119,VADOSE WELL,,IN-USE,135048.657,566796.307,1-0299-W0018A-A0119A
A7862,299-W22-55,VADOSE WELL,,DECOMMISSIONED-V,134152.277,566848.204,1-0299-W0022A-A0055A
A7197,299-W10-107,VADOSE WELL,,IN-USE,136733.45,566790.489,1-0299-W0010A-A0107A
A7203,299-W10-113,VADOSE WELL,,IN-USE,136720.466,566805.697,1-0299-W0010A-A0113A
A7587,299-W18-104,VADOSE WELL,,IN-USE,134999.819,566849.748,1-0299-W0018A-A0104A
A7411,299-W15-112,VADOSE WELL,,IN-USE,136238.652,566814.738,1-0299-W0015A-A0112A
A7413,299-W15-114,VADOSE WELL,,IN-USE,136263.445,566804.403,1-0299-W0015A-A0114A
A7415,299-W15-116,VADOSE WELL,,IN-USE,136239.188,566763.719,1-0299-W0015A-A0116A
A7629,299-W18-146,VADOSE WELL,,IN-USE,135109.38,566766.2,1-0299-W0018A-A0146A
A7050,299-E33-243,VADOSE WELL,,IN-USE,137539.407,573646.168,1-0299-E0033A-A0243A
A7637,299-W18-154,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135480.398,566369.52,1-0299-W0018A-A0154A
A7641,299-W18-158,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135428.187,566532.337,1-0299-W0018A-A0158A
A7647,299-W18-165,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135402.403,566532.425,1-0299-W0018A-A0165A
A7651,299-W18-169,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135369.787,566562.41,1-0299-W0018A-A0169A
A7060,299-E33-253,VADOSE WELL,,IN-USE,137541.479,573589.223,1-0299-E0033A-A0253A
A7207,299-W10-117,VADOSE WELL,,IN-USE,136751.428,566789.169,1-0299-W0010A-A0117A
A7561,299-W18-78,VADOSE WELL,,DECOMMISSIONED-V,135441.801,566548.713,1-0299-W0018A-A0078A
A7563,299-W18-80,VADOSE WELL,,DECOMMISSIONED-V,135425.927,566548.767,1-0299-W0018A-A0080A
A7569,299-W18-86,VADOSE WELL,,DECOMMISSIONED-V,135379.643,566504.409,1-0299-W0018A-A0086A
A7615,299-W18-132,VADOSE WELL,,IN-USE,135066.712,566766.321,1-0299-W0018A-A0132A
A7893,299-W23-57,VADOSE WELL,,IN-USE,134427.63,566785.551,1-0299-W0023A-A0057A
A7894,299-W23-58,VADOSE WELL,,IN-USE,134281.229,566763.544,1-0299-W0023A-A0058A
A7576,299-W18-93,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135269.393,566454.95,1-0299-W0018A-A0093A
A7585,299-W18-102,VADOSE WELL,,IN-USE,135013.09,566827.318,1-0299-W0018A-A0102A
A7618,299-W18-135,VADOSE WELL,,IN-USE,135097.535,566825.957,1-0299-W0018A-A0135A
A7039,299-E33-232,VADOSE WELL,,IN-USE,137391.351,573566.75,1-0299-E0033A-A0232A
A7045,299-E33-238,VADOSE WELL,,IN-USE,137391.881,573658.147,1-0299-E0033A-A0238A
A7046,299-E33-239,VADOSE WELL,,IN-USE,137379.369,573672.723,1-0299-E0033A-A0239A
A7226,299-W10-136,VADOSE WELL,,IN-USE,136660.552,566831.644,1-0299-W0010A-A0136A
A7448,299-W15-149,VADOSE WELL,,IN-USE,136178.919,566785.143,1-0299-W0015A-A0149A
A7457,299-W15-159,VADOSE WELL,,IN-USE,136231.847,566719.158,1-0299-W0015A-A0159A
A7697,299-W18-217,UNCLASSIFIED,,DECOMMISSIONED-V,135085.73,566591.707,1-0299-W0018A-A0217A
A7089,299-E33-293,VADOSE WELL,,IN-USE,137531,573651,1-0299-E0033A-A0293A
A7092,299-E33-296,VADOSE WELL,,DECOMMISSIONED-V,137613.85,573628.12,1-0299-E0033A-A0296A
A7711,299-W18-231,UNCLASSIFIED,,DECOMMISSIONED-V,134991.211,566572.736,1-0299-W0018A-A0231A
A7712,299-W18-232,UNCLASSIFIED,,DECOMMISSIONED-V,135061.311,566575.614,1-0299-W0018A-A0232A
A7719,299-W18-239,UNCLASSIFIED,,DECOMMISSIONED-V,135383.241,566741.512,1-0299-W0018A-A0239A
A7725,299-W18-245,VADOSE WELL,,DECOMMISSIONED-V,135424.941,566359.265,1-0299-W0018A-A0245A
A7107,299-E33-311,VADOSE WELL,,DECOMMISSIONED-V,137689.45,573625.3,1-0299-E0033A-A0311A
A7321,299-W11-79,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,136666.452,567267.678,1-0299-W0011A-A0079A
A7332,299-W14-8A,VADOSE WELL,,DECOMMISSIONED-V,135687.76,568013.166,1-0299-W0014A-A0008A
A7333,299-W14-8B,VADOSE WELL,,DECOMMISSIONED-V,135685.695,568011.141,1-0299-W0014A-A0008B
A7297,299-W11-55,VADOSE WELL,,DECOMMISSIONED-V,136670.035,567198.313,1-0299-W0011A-A0055A
A7300,299-W11-58,VADOSE WELL,,DECOMMISSIONED-V,136659.727,567191.243,1-0299-W0011A-A0058A
A7303,299-W11-61,VADOSE WELL,,DECOMMISSIONED-V,136657.806,567188.917,1-0299-W0011A-A0061A
A7309,299-W11-67,VADOSE WELL,,DECOMMISSIONED-V,136643.12,567220.723,1-0299-W0011A-A0067A
A7462,299-W15-164,VADOSE WELL,,IN-USE,136294.628,566772.063,1-0299-W0015A-A0164A
A7466,299-W15-168,VADOSE WELL,,IN-USE,136141.506,566804.794,1-0299-W0015A-A0168A
A7249,299-W10-166,VADOSE WELL,,IN-USE,136707.979,566791.376,1-0299-W0010A-A0166A
A7434,299-W15-135,VADOSE WELL,,IN-USE,136199.376,566704.096,1-0299-W0015A-A0135A
A7654,299-W18-172,VADOSE WELL,,IN-USE,135479.824,566548.926,1-0299-W0018A-A0172A
A7658,299-W18-176,VADOSE WELL,,IN-USE,135066.031,566823.039,1-0299-W0018A-A0176A
A7659,299-W18-177,VADOSE WELL,,DECOMMISSIONED-V,134876.65,566548.86,1-0299-W0018A-A0177A
A7665,299-W18-183,VADOSE WELL,,DECOMMISSIONED-V,135404.995,566363.637,1-0299-W0018A-A0183A
A7069,299-E33-262,VADOSE WELL,,IN-USE,137255.212,573881.263,1-0299-E0033A-A0262A
A7070,299-E33-263,VADOSE WELL,,IN-USE,137255.173,573862.729,1-0299-E0033A-A0263A
A7258,299-W10-179,VADOSE WELL,,IN-USE,136999.124,566242.787,1-0299-W0010A-A0179A
A7262,299-W10-183,VADOSE WELL,,DECOMMISSIONED-V,137191.474,566619.408,1-0299-W0010A-A0183A
A7444,299-W15-145,VADOSE WELL,,IN-USE,136176.896,566814.747,1-0299-W0015A-A0145A
A7445,299-W15-146,VADOSE WELL,,IN-USE,136179.86,566792.448,1-0299-W0015A-A0146A
A7667,299-W18-185,VADOSE WELL,,DECOMMISSIONED-V,135458.666,566367.254,1-0299-W0018A-A0185A
A7672,299-W18-192,VADOSE WELL,,DECOMMISSIONED-V,135284.576,566652.481,1-0299-W0018A-A0192A
A7674,299-W18-194,VADOSE WELL,,DECOMMISSIONED-V,135351.115,566690.396,1-0299-W0018A-A0194A
A7075,299-E33-275,GROUNDWATER WELL,,IN-USE,137387.466,573648.398,1-0299-E0033A-A0275A
A7280,299-W11-11,GROUNDWATER WELL,,DECOMMISSIONED-V,136457.075,566948.622,1-0299-W0011A-A0011A
A7283,299-W11-17,GROUNDWATER WELL,,DECOMMISSIONED-V,137073.225,567172.572,1-0299-W0011A-A0017A
A7291,299-W11-51,VADOSE WELL,,IN-USE,136764.615,566856.177,1-0299-W0011A-A0051A
A7293,299-W11-52,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,136621.635,567589.253,1-0299-W0011A-A0052A
A7492,299-W15-194,VADOSE WELL,,IN-USE,136173.699,566741.004,1-0299-W0015A-A0194A
A7763,299-W19-63,VADOSE WELL,,DECOMMISSIONED-V,134912.374,567429.658,1-0299-W0019A-A0063A
A7764,299-W19-64,VADOSE WELL,,DECOMMISSIONED-V,134927.456,567353.454,1-0299-W0019A-A0064A
A7765,299-W19-65,VADOSE WELL,,DECOMMISSIONED-V,134929.304,567514.939,1-0299-W0019A-A0065A
A7146,299-W10-56,VADOSE WELL,,IN-USE,136699.805,566718.395,1-0299-W0010A-A0056A
A7149,299-W10-59,VADOSE WELL,,IN-USE,136658.058,566723.311,1-0299-W0010A-A0059A
A7800,299-W21-58,VADOSE WELL,,DECOMMISSIONED-V,134579.358,568108.495,1-0299-W0021A-A0058A
A7818,299-W21-76,VADOSE WELL,,DECOMMISSIONED-V,134610.786,568124.263,1-0299-W0021A-A0076A
A7153,299-W10-63,VADOSE WELL,,IN-USE,136648.128,566733.37,1-0299-W0010A-A0063A
A7154,299-W10-64,VADOSE WELL,,IN-USE,136691.765,566728.225,1-0299-W0010A-A0064A
A7155,299-W10-65,VADOSE WELL,,IN-USE,136686.347,566731.068,1-0299-W0010A-A0065A
A7156,299-W10-66,VADOSE WELL,,IN-USE,136650.438,566731.111,1-0299-W0010A-A0066A
A7161,299-W10-71,VADOSE WELL,,IN-USE,136654.665,566628.796,1-0299-W0010A-A0071A
A7162,299-W10-72,VADOSE WELL,,IN-USE,136649.769,566676.597,1-0299-W0010A-A0072A
A7378,299-W15-77,VADOSE WELL,,DECOMMISSIONED-V,135903.414,566677.073,1-0299-W0015A-A0077A
A7384,299-W15-84,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135609.797,566728.614,1-0299-W0015A-A0084A
A7396,299-W15-97,VADOSE WELL,,DECOMMISSIONED-V,136370.551,566748.291,1-0299-W0015A-A0097A
A7371,299-W15-70,VADOSE WELL,,IN-USE,136137.724,566820.386,1-0299-W0015A-A0070A
A7373,299-W15-72,VADOSE WELL,,IN-USE,136230.296,566757.524,1-0299-W0015A-A0072A
A7494,299-W15-196,VADOSE WELL,,IN-USE,136231.632,566784.184,1-0299-W0015A-A0196A
A7777,299-W19-77,VADOSE WELL,,DECOMMISSIONED-V,135685.717,568011.131,1-0299-W0019A-A0077A
A7795,299-W21-53,VADOSE WELL,,DECOMMISSIONED-V,134597.652,568112.106,1-0299-W0021A-A0053A
A7728,299-W18-248,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135408.957,566583.704,1-0299-W0018A-A0248A
A7731,299-W18-251,UNCLASSIFIED,,DECOMMISSIONED-V,134682.822,566603.269,1-0299-W0018A-A0251A
A7735,299-W19-7,GROUNDWATER WELL,,DECOMMISSIONED-V,134739.238,567120.847,1-0299-W0019A-A0007A
A7741,299-W19-16,GROUNDWATER WELL,,DECOMMISSIONED-V,135029.208,567270.681,1-0299-W0019A-A0016A
A7745,299-W19-23,GROUNDWATER WELL,,DECOMMISSIONED-V,134893.051,567771.6,1-0299-W0019A-A0023A
A7352,299-W15-51,VADOSE WELL,,IN-USE,135897.098,566566.156,1-0299-W0015A-A0051A
A7480,299-W15-182,VADOSE WELL,,IN-USE,136269.462,566751.833,1-0299-W0015A-A0182A
A7750,299-W19-52,VADOSE WELL,,DECOMMISSIONED-V,135170.103,567558.637,1-0299-W0019A-A0052A
A7128,299-E34-51D,UNCLASSIFIED,,DECOMMISSIONED-V,137069.602,575089.111,1-0299-E0034A-A0051D
A7130,299-E35-51,VADOSE WELL,,DECOMMISSIONED-V,137069.3,575088.7,1-0299-E0035A-A0051A
A7137,299-W10-4,GROUNDWATER WELL,,IN-USE,136578.079,566734.643,1-0299-W0010A-A0004A
A7355,299-W15-54,VADOSE WELL,,DECOMMISSIONED-V,135930.796,566538.501,1-0299-W0015A-A0054A
A7356,299-W15-55,VADOSE WELL,,DECOMMISSIONED-V,135925.813,566549.617,1-0299-W0015A-A0055A
A7361,299-W15-60,VADOSE WELL,,DECOMMISSIONED-V,135892.684,566566.206,1-0299-W0015A-A0060A
C5794,C5794,BORING,,DECOMMISSIONED-V,134615.76,577177.22,9-C5794-C5794A-A0001A
C5796,C5796,BORING,,DECOMMISSIONED-V,134672.56,577056.37,9-C5796-C5796A-A0001A
C6355,C6355,CANCELLED SITE,,DRILLING CANCELLED,134700,591480,9-C6355-C6355A-A0001A
C6357,C6357,CANCELLED SITE,,DRILLING CANCELLED,133691,593000,9-C6357-C6357A-A0001A
C6358,C6358,CANCELLED SITE,,DRILLING CANCELLED,133691,593000,9-C6358-C6358A-A0001A
C5446,C5446,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135744.9447,566973.6624,9-C5446-C5446A-A0001A
C5449,C5449,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135688,566716,9-C5449-C5449A-A0001A
C5454,C5454,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135683.7086,566912.867,9-C5454-C5454A-A0001A
C5457,C5457,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135743.0653,566333.4158,9-C5457-C5457A-A0001A
C5461,C5461,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135830,566845,9-C5461-C5461A-A0001A
C5870,C5870,BORING,,DECOMMISSIONED-V,134149.1,573284.1,9-C5870-C5870A-A0001A
C5884,C5884,BORING,,DECOMMISSIONED-V,134146.2,573352.7,9-C5884-C5884A-A0001A
C5426,C5426,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135378.1072,566608.6354,9-C5426-C5426A-A0001A
C5822,C5822,BORING,,DECOMMISSIONED-V,135475.88,566250.74,9-C5822-C5822A-A0001A
C5823,C5823,BORING,,DECOMMISSIONED-V,135475.59,566258.28,9-C5823-C5823A-A0001A
C5828,C5828,BORING,,DECOMMISSIONED-V,135467.78,566276.89,9-C5828-C5828A-A0001A
C5852,299-E27-155,GROUNDWATER WELL,,IN-USE,136429.08,575003.11,1-0299-E0027A-A0155A
C6411,C6411,BORING,,DECOMMISSIONED-V,136460.13,566940.94,9-C6411-C6411A-A0001A
C4972,699-34-72,GROUNDWATER WELL,,IN-USE,133785.33,567859.97,1-0699-A0034-A0072A
C4975,699-32-76,GROUNDWATER WELL,,IN-USE,133137.73,566683.94,1-0699-A0032-A0076A
C4976,699-33-76,GROUNDWATER WELL,,IN-USE,133600.43,566621.21,1-0699-A0033-A0076A
C5427,C5427,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135408.7095,566639.0624,9-C5427-C5427A-A0001A
C5430,C5430,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135439.3119,566669.4893,9-C5430-C5430A-A0001A
C5434,C5434,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135531.1188,566760.7702,9-C5434-C5434A-A0001A
C5441,C5441,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135468.9426,566425.5478,9-C5441-C5441A-A0001A
C5861,699-52-55,GROUNDWATER WELL,,IN-USE,139443.2,573102.44,1-0699-A0052-A0055A
C6428,C6428,CANCELLED SITE,,DRILLING CANCELLED,136657.96,566701.38,9-C6428-C6428A-A0001A
C4990,299-W11-47,GROUNDWATER WELL,,IN-USE,136680.7,566933.82,1-0299-W0011A-A0047A
C4928,P32D,BORING,,DECOMMISSIONED-V,135418.373,566500.975,9-P32D-P0032D-A0001A
C5770,C5770,BORING,,DECOMMISSIONED-V,134597.56,566230.29,9-C5770-C5770A-A0001A
C5125,C5125,INSTRUMENT BORING,,DECOMMISSIONED-V,137330.36,573666.57,9-C5125-C5125A-A0001A
C5527,C5527,BORING,,DECOMMISSIONED-V,133904,573514,9-C5527-C5527A-A0001A
C5536,C5536,BORING,,DECOMMISSIONED-V,133703,573239,9-C5536-C5536A-A0001A
C5537,C5537,BORING,,DECOMMISSIONED-V,133553,573290,9-C5537-C5537A-A0001A
C5538,C5538,BORING,,DECOMMISSIONED-V,133603,573465,9-C5538-C5538A-A0001A
C5548,C5548,BORING,,DECOMMISSIONED-V,133728,573715,9-C5548-C5548A-A0001A
C5549,C5549,BORING,,DECOMMISSIONED-V,133729,573814,9-C5549-C5549A-A0001A
C5551,C5551,BORING,,DECOMMISSIONED-V,133627,573915,9-C5551-C5551A-A0001A
C5552,C5552,BORING,,DECOMMISSIONED-V,133629,574314,9-C5552-C5552A-A0001A
C5555,C5555,BORING,,DECOMMISSIONED-V,133452,573364,9-C5555-C5555A-A0001A
C5942,C5942,BORING,,DECOMMISSIONED-V,136443.12,573167.32,9-C5942-C5942A-A0001A
C5947,C5947,BORING,,DECOMMISSIONED-V,136479.044,575058.12,9-C5947-C5947A-A0001A
