FID,Shape,row,col,Easting,Northing,MW_nearest,MW_Distance_m,Smw_fscore,EW_Nearest,EW_Distance_m,Sew_fscore,cr_nearest_di_m,cr_dist_cl_m,cr_comb_dist_m,cr_poly_count,cr_raw_score,cr_Spcs_fscore,tec99_nearest_di_m,tec99_dist_cl_m,tec99_comb_dist_m,tec99_poly_count,tec99_raw_score,tec99_Spcs_fscore,ctet_nearest_di_m,ctet_dist_cl_m,ctet_comb_dist_m,ctet_poly_count,ctet_raw_score,ctet_Spcs_fscore,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_uu_mu_mik_cv,ctet_uu_mu_mik_cov,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,ctet_lu_cr_mik_cv,ctet_lu_cr_mik_cov,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_uu_mu_mik_cv,hexcr_uu_mu_mik_cov,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,hexcr_lu_cr_mik_cv,hexcr_lu_cr_mik_cov,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,tc99_uu_mu_mik_cv,tc99_uu_mu_mik_cov,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score,tc99_lu_cr_mik_cv,tc99_lu_cr_mik_cov,hexcr_uumu_max_conc_2015_2022,hexcr_lucr_max_conc_2015_2022,hexcr_uumu_max_conc_2022_2027,hexcr_lucr_max_conc_2022_2027,hexcr_uumu_max_conc_2027_2032,hexcr_lucr_max_conc_2027_2032,hexcr_uumu_max_conc_2032_2037,hexcr_lucr_max_conc_2032_2037,hexcr_uumu_clean_level_exceedance_score,hexcr_lucr_clean_level_exceedance_score,tc99_uumu_max_conc_2015_2022,tc99_lucr_max_conc_2015_2022,tc99_uumu_max_conc_2022_2027,tc99_lucr_max_conc_2022_2027,tc99_uumu_max_conc_2027_2032,tc99_lucr_max_conc_2027_2032,tc99_uumu_max_conc_2032_2037,tc99_lucr_max_conc_2032_2037,tc99_uumu_clean_level_exceedance_score,tc99_lucr_clean_level_exceedance_score,ctet_uumu_max_conc_2015_2022,ctet_lucr_max_conc_2015_2022,ctet_uumu_max_conc_2022_2027,ctet_lucr_max_conc_2022_2027,ctet_uumu_max_conc_2027_2032,ctet_lucr_max_conc_2027_2032,ctet_uumu_max_conc_2032_2037,ctet_lucr_max_conc_2032_2037,ctet_uumu_clean_level_exceedance_score,ctet_lucr_clean_level_exceedance_score
1338,Point,55,58,566650,137350,299-W10-205,213.728082,1,299-W11-50,672.385903,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1336.941945,0.925776744,0,3,5654.286222,2.094169539,0,0,107.6130288,0.400338918,0,4,841.9980159,0.773627589,0,0,1555.590731,0.83203786,0,0,3290.557528,0.756713229,14.018428576870098,0.0087017946704641,6.1790148715789215,0.0135342820645748,12.287245330119626,0.0194143044172184,11.650444393705628,0.113723775819613,0.0,0.0,11.02698760105776,0.0010033399813031,48.40047253288596,0.0124782808747607,54.88147916825651,0.1069104793015196,40.44335142314816,0.7209336639107349,0.0,0.0,202.0509474414553,10.690039382153962,65.88341383486588,10.562625825675745,29.41605145001939,10.338669572299864,7.872272202158172,9.75517761832811,2.5,2.5
1339,Point,55,59,566750,137350,299-W10-205,168.942869,0,299-W11-50,631.544775,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1408.009024,0.870374242,0,3,5143.509345,2.089613013,0,0,85.7046258,0.364827941,0,0,702.1479069,0.759533363,0,0,1673.875091,0.871066279,0,0,3621.518319,0.756407768,18.7039018508667,0.0343351106719437,8.858232908708322,0.1151313638148377,10.805008748738093,0.9324474714951824,10.59952193559806,1.6900614276966783,0.0,0.0,17.50046316422401,0.2225981811225482,38.95496230884668,0.5108156254177009,41.04378309710455,2.3125846554654403,32.81820298359641,3.47689212699414,0.0,0.0,119.95051518169011,10.323420684169434,79.37518402804727,10.331527467632775,44.45134093659623,10.062103171495297,12.479096998123126,8.96094632720355,2.5,2.5
1340,Point,55,60,566850,137350,299-W10-205,177.210872,0,299-W11-50,604.64436,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1650.384577,0.9481492,0,3,4396.165964,2.125882329,0,0,93.03842579,0.380339471,0,0,507.7316145,0.713725572,0,0,1880.55102,0.897279465,0,0,4004.248549,0.752133197,10.361160057303904,1.938803049763829,16.204857858342706,4.560740968305257,13.28403253003532,6.939092255140948,8.622727650236508,7.002162988911612,0.0,0.0,93.14970535163197,20.43642631130508,63.65707087587098,24.05951705926239,37.18499162280488,24.353208355105405,18.220006849383687,17.2967027061817,0.0,0.0,39.59507536230116,8.462680596627779,40.47547164374771,6.628177154859288,16.441377227107676,5.5933800840159416,4.680899627652273,3.2645476076183852,2.5,2.25
1341,Point,55,61,566950,137350,299-W6-3,175.705063,0,299-W11-50,593.583021,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,2072.44531,1.168613731,0,3,3455.630124,2.21513774,0,0,140.7057743,0.452546665,0,0,168.0925815,0.489234279,0,0,2138.862641,0.903481148,0,0,4423.13594,0.742775342,23.142988495471016,12.03006235046522,20.54247527260419,16.108008567146552,14.285436301320145,15.008320003529832,8.09836139983044,8.615336983137567,0.0,0.0,112.64707765981169,82.87962498943047,73.13782952758709,71.43254424246392,37.65664336627269,48.03836481133124,11.285181084941414,12.812358154781515,0.0,0.0,3.2984937564702856,3.7100915806999786,3.8616514739008214,0.6578753949981827,2.796760840557557,0.6654946646539301,0.20575534451758634,0.30296185998134595,0.75,1.0
1342,Point,55,62,567050,137350,299-W6-3,85.066264,0,299-W11-50,599.238519,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,2492.758146,1.423533346,0,3,2401.639146,2.32293174,0,0,203.1445817,0.521859111,0,0,0.0,0.0,0,0,2373.753358,0.892674829,0,0,4872.092725,0.728140902,17.42246032458812,6.233515365499908,18.578712091958693,12.16858189826526,14.42415767215539,12.387530261793373,8.233816769232,9.250091158371388,0.0,0.0,102.11889364424968,60.76631670655839,68.04411990961188,62.43552045329653,40.13804925474068,53.152972305572845,11.56160668880917,18.11685324075778,0.0,0.0,35.8434410222596,12.915191223115896,4.964353265315353,3.110535133450344,4.567626008164928,1.8291648084717098,0.3783535572267533,1.1017048791775805,2.25,1.0
1343,Point,55,63,567150,137350,299-W6-3,60.002244,0,299-W11-50,621.154411,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,2900.553228,1.664517186,0,3,1879.847372,2.142678119,0,0,286.2862813,0.586549207,0,0,0.0,0.0,0,0,2550.627148,0.872547088,0,0,5439.353309,0.705083179,12.672802064569169,4.0719740129737225,15.201628913096942,8.189359302630054,14.124367067118165,9.297351396122195,8.34076519526245,8.531221381768956,0.0,0.0,85.5184466137795,34.887129578948816,65.50504718763305,45.423511449304144,40.36428888762646,43.79283106546018,13.351136643395837,20.424267198135365,0.0,0.0,101.88806004329267,27.180501468266264,14.49881284348301,10.793436881405066,8.522568367341789,5.195536265146503,1.4334170445378214,3.0645133053014764,2.25,2.25
1344,Point,55,64,567250,137350,299-W6-3,141.294973,0,299-W6-15,597.951289,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,3277.051325,1.9029939,0,3,7704.07004,2.258663246,0,0,402.5113513,0.642889858,0,0,0.0,0.0,0,0,3447.1843,0.933576313,0,0,6085.084959,0.667636518,14.078369308347668,9.44047070795462,12.001393949042514,5.499431964121232,11.99495073761419,6.815092672871155,8.269632669776954,6.774036861262651,0.0,0.0,63.27466308164645,16.557188951800264,59.06821836885286,30.03878682957737,36.14480157438619,30.159614269451268,16.210787759894988,18.56006571558988,0.0,0.0,196.2189373325646,63.10133638329178,43.46838774050402,25.14697793151206,16.869536486646467,10.53195115680549,4.384170786060639,5.692102675188078,2.5,2.5
1345,Point,55,65,567350,137350,299-W6-3,237.335773,1,299-W6-15,511.08487,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,1,4690.658341,2.201125442,1,0,15250.30719,1.779460716,0,1,524.6168741,0.67596801,0,0,0.0,0.0,0,0,4424.180234,0.980691896,0,0,6552.605355,0.625380719,40.377196772843135,6.317475400532523,10.286731816892326,6.095634330114459,10.54007794883952,6.222843423918358,8.161951353478306,5.8156330618225365,0.0,0.0,52.08285232387035,14.359449495403638,51.25504486654415,25.73767585999602,34.74362180945883,25.76816749351092,17.21520926499014,15.417863877663038,0.0,0.0,405.42905763099265,124.77212319928776,93.44009042528988,40.295073164485764,33.547058466031686,13.646907793263312,9.228698434884446,6.534998320382351,2.5,2.5
1346,Point,55,66,567450,137350,299-W6-6,317.156785,1,299-W6-15,429.964817,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,1,6991.961875,2.211490666,4,0,21360.48572,1.447287082,0,1,632.8248317,0.687591349,0,0,0.0,0.0,0,0,5169.949215,1.001757752,0,0,6832.893208,0.583346386,81.61499811331865,9.215132748116256,21.02594181989812,7.287350651351811,10.55267443679349,7.547352711946003,8.030032528824325,5.408517133055508,1.0,0.0,49.299434482533925,16.764180802648887,49.21871491995064,27.06795191989529,36.19678735704952,27.03777299384313,17.668052140231964,12.719134964569184,0.0,0.0,972.5575757606603,291.6952620066627,166.59242500847898,65.20908767344638,59.8759467195724,16.45770519575717,15.577347086145528,6.3325279529682135,2.5,2.5
1347,Point,55,67,567550,137350,299-W6-17,249.974529,1,299-W6-15,358.513241,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,9253.08355,2.123958517,4,0,25338.21802,1.208234306,1,1,717.1718463,0.68476497,0,0,182.6981458,0.500228171,0,0,5866.353389,1.017746048,0,0,6939.705572,0.543267398,216.0458667516756,14.53365195856681,34.79149413131525,7.82653832049611,14.224651521886324,8.354015905769048,8.665612231145763,5.038163394254492,1.0,0.0,48.65930097159857,17.25975767054632,48.8084446650161,28.92292426238527,37.07226339121603,28.81172863132234,17.74572937440354,10.535961595832005,0.0,0.0,1681.5904521726663,605.4414151928083,256.7893723307841,122.86413325474932,93.08683260013804,21.52472881078376,23.122416124717237,5.893025499823122,2.5,2.5
1348,Point,55,68,567650,137350,299-W6-17,170.309322,0,299-W6-15,303.634228,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,11219.91228,2.029612082,4,0,27760.02937,1.029937928,1,1,777.2089744,0.673896052,0,0,500.7874346,0.673492159,0,0,54202.83442,2.421546899,0,0,6903.735912,0.506466961,307.328492385752,18.5991467404556,49.72998263438672,7.561255045469502,19.59317562812696,8.152311569078945,9.690639490830195,4.435654926845038,1.75,0.0,44.73733718497611,16.79948771996174,46.33358458096893,28.560286354105926,36.03404487126667,28.32349828656276,16.595771251527292,8.613129421701737,0.0,0.0,1782.1558839875083,1021.1078144406121,322.43520761957103,244.0658118771623,119.31375418313809,31.94267388631726,29.962141245756417,5.472288271241946,2.5,2.5
1349,Point,55,69,567750,137350,299-W6-17,124.592395,0,699-40-70A,242.454617,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,12751.80127,1.945297649,4,0,29050.60279,0.885479284,1,0,819.5576283,0.659679856,0,0,803.8785189,0.683846361,0,1,195203.7656,2.915939144,0,0,6818.558247,0.476262817,332.1142429506212,23.94776677096785,66.65534388685761,6.819249377060343,23.787608004210032,7.150734691223737,10.314902038764815,3.614800980725379,1.75,0.0,35.26184976510012,17.23071144292505,40.70360965718019,25.469478938088848,34.835648618617185,25.046904176726954,15.13785720596479,6.9272540198429695,0.0,0.0,1405.0207830153734,1165.7309406751178,383.79870142434663,431.2083594303805,128.81311267966666,51.487571664684026,31.71372555369177,5.07428423260229,2.5,2.5
1350,Point,55,70,567850,137350,699-40-70A,146.334007,0,699-40-70A,146.334007,2,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,13684.92775,1.87482113,4,0,29708.73274,0.755291062,1,0,845.9486887,0.644253039,4,0,1191.560559,0.624516943,0,1,266092.6601,2.851783372,0,0,6925.862747,0.459618995,245.44927084727613,19.54381899802342,93.12830540574129,10.569063450196204,29.473022376334164,6.681193386740273,11.27283369929422,3.0011206008692284,1.75,0.0,22.51084217277318,16.47204924298478,35.09228105216093,21.792981715346013,31.899318471256063,21.40105060106019,13.588691212441438,5.796926133762809,0.0,0.0,1176.8120269758708,1057.1757876736579,522.7032216145443,643.3490078349461,153.3353341001629,90.19752149955455,35.05199591694645,5.038780144991335,2.5,2.5
1351,Point,55,71,567950,137350,699-40-70A,63.584915,0,699-40-70A,63.584915,3,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,14016.22996,1.818324655,4,0,28438.37535,0.649644088,1,0,858.8164547,0.629135376,4,0,1295.13622,0.515016342,0,1,300130.2658,2.805801171,1,0,7452.282957,0.461109793,185.20048555267385,26.43802560011901,103.38018180277948,17.67750784267351,46.72668957638463,8.510399623912576,12.2106061760325,2.9507316822564618,1.75,0.0,10.569588913780542,12.788572634503156,30.254350006312787,19.702198915660677,30.006249263065754,19.667052347194662,13.801395311928918,6.248663483234032,0.0,0.0,890.9431342571809,917.5756039518133,573.6107790188782,757.4068095942444,273.60272044327843,208.21973370708466,47.12409693273047,7.462415167297889,2.5,2.5
1352,Point,55,72,568050,137350,699-40-70A,81.685014,0,699-40-70A,81.685014,3,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,13775.18144,1.775992272,4,0,26193.68943,0.575831478,1,0,862.0296499,0.615505469,4,0,1184.786247,0.430240557,0,1,309316.3633,2.790612508,1,0,7914.986643,0.469433853,139.44169471496832,34.97031758025493,120.85329760950216,24.693526427920634,56.15263058169423,8.01745229502821,19.78374463639621,0.9520571779061038,2.25,0.0,4.7850273646081884,7.836968204427024,11.127124797278642,10.482027994880577,10.00156166352652,7.0658308222640205,4.370009099991445,1.8370373573845244,0.0,0.0,688.484373157787,761.1110663250117,666.2225242386363,734.4541896613291,399.18769326920716,294.4438916236706,127.03280127549036,13.103473180504457,2.5,2.5
1353,Point,55,73,568150,137350,699-40-70A,171.177807,0,699-40-70A,171.177807,2,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,12939.19432,1.717069802,4,0,25159.16845,0.550407107,1,0,858.1695141,0.604027763,4,0,1148.129581,0.40201227,0,1,304267.5032,2.794925517,1,0,8260.291203,0.481943728,109.94996758258485,45.98328158944884,108.4371388763872,35.39011049547726,65.50943157432295,10.98107106529049,37.11287861940708,0.8798051431878079,2.25,0.0,318.3040446792935,3.7897718191429295,53.80533116425693,6.369420186920675,20.583659798996766,3.348833632772053,4.7174446750953125,0.9054211165321212,0.0,0.0,583.6057403844572,616.6031703523561,620.9073873238252,618.9091363166851,548.899126108887,339.48232411860823,277.39412465042125,29.735278746652117,2.5,2.5
1354,Point,55,74,568250,137350,699-40-70A,268.200003,1,299-W5-1,84.768727,3,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,11565.87255,1.654300249,4,0,26151.33336,0.58112997,1,0,850.9149827,0.595546222,4,0,1320.582792,0.443099332,0,1,300372.5763,2.798137367,2,0,8450.655002,0.49721482,118.7919554473488,57.11021046472244,89.23604346925661,48.66513889379778,79.97748618515762,16.780506323651643,60.69800809383845,7.19227094213665,2.5,1.75,456.0171503418293,5.651845467348744,134.7737321262069,3.572967024597076,74.42853949172236,5.169872226824468,37.10158693085105,9.665268887890107,0.0,0.0,470.996039831429,499.3781003544278,640.2756315630521,525.237158552799,640.2398881024266,362.70733028352277,344.1918891130435,100.30958832962546,2.5,2.5
1355,Point,55,75,568350,137350,299-W5-2Q,322.476688,1,299-W5-1,35.209899,4,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,9745.51093,1.613947169,4,0,28148.96386,0.661239062,1,0,846.7179703,0.591228884,4,0,1569.462767,0.530109326,0,1,298299.5806,2.798937539,2,0,8472.037836,0.513923295,104.02685287990695,45.25523064675062,89.97114295316096,40.456866266930206,54.17286431123839,18.35055255448896,35.805665939598846,13.68499612543741,2.25,0.0,451.8533894067841,231.10082706911345,134.22825739427273,2.981218886148887,79.32871295852844,14.708572338131605,40.38994734077117,17.835798345009522,0.0,0.0,393.9061065797382,386.35512930481696,476.1670786499153,411.14666353302715,398.00351816941975,335.1981596626685,164.98901630190215,147.82985927607626,2.5,2.5
1356,Point,55,76,568450,137350,299-W5-2Q,385.890158,1,299-W5-1,123.66785,2,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,7522.275383,1.553631861,4,0,29433.87152,0.78421708,1,0,846.7343172,0.590889403,4,0,1687.54867,0.635995989,0,1,311585.3727,2.837674095,2,0,8343.308679,0.530853841,71.4379300485232,5.703882323592799,47.12323392981006,9.758733628119598,22.65093977065591,11.519003923863616,12.48223630506148,12.312996147973823,1.0,0.0,258.5064513370934,0.5437558969228997,49.23993777926066,1.2435322887486606,49.31124493260862,9.532914443699482,24.168447372790048,13.927050800379384,0.0,0.0,299.8233749009958,200.85771005367232,211.48526680710611,250.87540992979257,114.31806508117305,251.13731678908877,36.22923461293891,184.8168127360784,2.5,2.5
1357,Point,55,77,568550,137350,699-46-70,339.569211,1,299-W5-1,222.143505,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,5535.504089,1.470724612,4,0,28575.49792,0.940253109,1,0,851.1597615,0.594441194,4,0,1554.826183,0.739127605,1,1,438108.6832,3.142421706,1,0,8104.863244,0.547478439,44.26061698818622,0.6938227512766715,27.31809518568816,3.2039434760447087,14.323164603886369,7.9259976664826866,9.844854228845088,11.404293309781876,0.0,0.0,20.065392736965297,0.0066123636704852,50.66771554013282,0.2164830521369502,46.932482874304654,4.730987967887237,19.253456781097544,9.61122203743871,0.0,0.0,237.06487741316545,203.71430304304926,136.48969330320938,212.17066726799212,30.608732442442747,212.11768951433095,4.455157226857491,177.02723306949036,2.5,2.5
1358,Point,55,78,568650,137350,699-46-70,309.634057,1,299-W5-1,321.561405,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,5280.487756,1.498080968,4,0,24338.22976,1.12812735,1,0,859.592513,0.601574894,4,4,1165.694807,0.807170739,1,1,455835.4205,3.164104749,1,0,7811.027273,0.564398925,33.473426919845735,1.0260994892521993,15.120479818244972,3.990720050958452,13.570152448418009,8.38253360757127,9.170016885140887,11.109660832057696,0.0,0.0,41.14856234572721,0.0006611932034597,54.92658968860007,0.2430421885648357,49.635141603637805,3.061065185959795,16.31227668675948,8.710783022298035,0.0,0.0,143.88922860123682,225.87927174125988,67.29778911062867,216.91601251221246,8.142922065163578,198.27913129927214,1.2460626824105283,154.27175268455926,2.25,2.5
1359,Point,55,79,568750,137350,699-45-69C,228.815232,1,299-W5-1,421.254955,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,4968.849167,1.551205663,1,0,17690.80395,1.35494246,1,0,873.8904121,0.612167232,0,0,609.6240071,0.758801419,1,1,460195.8305,3.157557797,1,0,7521.02032,0.583159428,24.718964519645464,3.374079795593244,15.611000570591234,6.63467972689673,13.778411153294464,9.486035971831768,8.907577604999116,10.740273711901008,0.0,0.0,58.38675452618652,0.0078945013305679,60.89772256773416,0.7525307165371783,48.907122044302,5.446148401557942,14.866598369683684,12.49414833957604,0.0,0.0,87.09173053962881,211.48170086479726,29.441722243013622,190.26268190457486,2.9482089471615334,159.6219309914172,0.6292468863732805,111.03033218748472,1.75,2.5
1360,Point,55,80,568850,137350,699-45-69C,151.434509,0,299-W5-1,521.065962,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,4565.953401,1.597672085,0,0,10153.6478,1.592884735,1,0,895.5021397,0.626080193,0,0,99.77260908,0.389995501,2,1,468474.5112,3.157478904,1,0,7271.33122,0.606667486,16.57763374608726,7.308466222246539,15.787747214043026,8.315389558096694,15.69395817940811,9.356662415495402,9.151828892411006,9.871617573694945,0.0,0.0,62.105722204541294,0.0255595879759978,62.74942096726421,1.9296507522505584,47.71551403352398,9.932266222077804,16.62327946009878,17.73192690299235,0.0,0.0,50.99906640322279,166.94179572600945,18.899048275874986,142.77908303584223,3.6480270059598894,111.79126335997886,0.7530321284942749,71.59517361705623,2.25,2.5
1361,Point,55,81,568950,137350,699-45-69C,116.225688,0,299-W5-1,620.937788,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,4119.002383,1.653722955,0,0,2686.307868,1.489706695,1,0,922.9701772,0.642748826,0,0,0.0,0.0,2,1,479870.9451,3.16593787,1,0,7104.101879,0.64449934,14.471173549695234,7.945881790085354,18.255704995126763,7.463687561190027,15.646909643210002,8.24240479083401,9.218916507465948,8.811063188376135,0.0,0.0,77.34136718391755,0.2729239600835945,64.25645925716847,6.902151697067617,45.32315291257018,18.703197683527534,17.90618382514196,22.486548197755877,0.0,0.0,30.569830586652518,106.93077966019904,10.48675479453244,90.39167586495034,3.2928783183924506,68.10874041530843,1.0464731645687273,39.88221485756226,1.75,2.5
1362,Point,55,82,569050,137350,699-45-69C,155.191528,0,299-W5-1,720.845155,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,3679.139053,1.708262709,0,0,150.6677766,0.529071267,1,0,954.593343,0.66166371,0,0,0.0,0.0,2,1,492288.9361,3.184851552,1,0,7140.346688,0.702782644,14.712565230496237,8.57090025247462,18.444774612773216,8.85998117276782,15.4039590803303,10.107005477088135,9.51647040010677,10.074411996924823,0.0,0.0,79.68327913145527,3.037583620374753,63.96843205247239,21.755335138288967,44.07370453144628,29.523213390150577,21.39664712937501,28.910515317656,0.0,0.0,17.63773433840042,72.15158424682198,7.110976496397826,59.03189216956734,4.101703766731411,37.92287891683975,1.4222392619715227,18.4388717198448,2.25,2.5
1363,Point,55,83,569150,137350,699-45-69C,233.79566,1,299-W5-1,820.775083,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,3265.171523,1.755269853,0,0,32.23637026,0.263731305,1,1,988.5551387,0.68223058,0,0,0.0,0.0,2,1,503192.1268,3.211915781,1,0,7114.838165,0.770015708,14.955895107101895,7.881410503355876,18.831827508422123,12.437327969200934,14.931201149375406,12.781026189715474,10.049833916034334,10.858248328626102,0.0,0.0,81.47802630158836,19.17055375963075,63.15707125940751,44.10549619474073,44.95881814386359,44.18445060430838,25.61530031000167,27.87108634004054,0.0,0.0,11.667527344569551,53.715459482029665,7.399600720486446,34.725923821181816,5.700071553301561,14.241433711917637,1.8983995037045531,5.518807173791885,2.25,2.5
1364,Point,55,84,569250,137350,699-45-67C,283.659794,1,299-W5-1,920.720227,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,2900.479878,1.793848072,0,0,19.86057966,0.216158672,2,1,1024.503841,0.701422495,0,0,55.28243819,0.298808689,2,1,513654.8063,3.239254177,0,3,6914.215317,0.837596336,16.44125628539654,12.447649258237254,19.654247874174025,15.95957692135388,13.876489581010215,15.75631846701641,10.249911983992323,9.47133594091105,0.0,0.0,91.9536650972175,53.79463874652266,65.58952177974535,60.748762349045,45.47612541539748,49.60481629439006,24.34675199961824,16.18944290758837,0.0,0.0,7.743436858674205,33.495724384387685,9.003381433865886,8.00733070175703,4.922055849434672,1.674749258560197,1.3690873654442786,0.6654255709633722,2.25,1.75
1365,Point,55,85,569350,137350,699-45-67C,232.86236,1,299-W5-1,1020.676118,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,2593.743867,1.820960513,0,0,29.11572682,0.271651814,2,1,1060.197642,0.716241936,0,0,149.435862,0.462210733,2,1,523010.6773,3.267613643,0,4,6583.11585,0.899153553,15.91487093672761,4.593391447203576,19.037399976250203,11.853085768724217,14.401434097816324,12.520765052577124,9.543026113146116,11.36049722342445,0.0,0.0,89.0341680992125,22.34444702163384,64.32503442177476,47.06716101352239,46.55261583512703,47.10239134187751,30.951422915938117,32.32243459370913,0.0,0.0,7.571361242478981,34.81966724342363,7.38578851094399,22.274320745359642,6.296434136950518,8.931704424960541,3.2540346822316306,4.026767615821838,2.25,2.5
1366,Point,55,86,569450,137350,699-45-67C,219.059076,1,299-W5-1,1120.639878,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,2314.630337,1.832090218,0,0,41.13041921,0.343186574,2,1,1094.110077,0.73078216,0,0,322.9264057,0.626203425,2,2,530022.4801,3.296144861,0,4,6244.011461,0.94839865,15.745802139784988,1.044302253590213,18.82922881694109,6.275297333586643,14.957430685759112,9.133730506786934,9.09561007244282,9.542374004906833,0.0,0.0,86.25847677565984,5.0875396638247885,67.83138490737292,27.160861291755342,44.739106829244086,33.63757953074863,28.96414630433888,33.20973293340956,0.0,0.0,7.498677502507669,28.536151461620232,3.880738618019718,27.095853911584655,3.69201268764441,18.407269131592365,2.51209345418654,11.343600840289218,2.25,2.5
1367,Point,55,87,569550,137350,699-45-67C,248.493216,1,299-W5-1,1220.609576,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,2066.364386,1.802176294,0,0,52.98929333,0.427249053,2,1,1124.429146,0.745941285,0,0,493.5619642,0.714194051,2,2,533219.1865,3.326707859,0,4,6018.829578,0.981652047,11.763924630270967,0.1752730863513187,18.240626763578227,2.37257008104957,15.073898509723804,5.087061505981089,8.893957591261085,7.047357596799014,0.0,0.0,73.25491272474241,0.779087997260103,66.33609872615415,10.69555046934934,44.57780256110656,20.54910772983826,24.76353589406685,24.15760823353112,0.0,0.0,5.140858347108756,24.250016034312974,2.060374852171606,24.502493641240264,2.0930377773696685,22.66232356709418,2.319484704599078,18.24713289709972,1.0,2.5
1368,Point,55,88,569650,137350,699-45-67C,309.048343,1,299-W5-1,1320.583862,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1869.999175,1.772775283,0,0,59.79253402,0.513803245,2,1,1148.933452,0.761671064,0,0,625.6656021,0.753312671,2,2,529503.7393,3.367840131,0,4,5931.397838,1.000815831,8.573001831363497,0.0250844946318181,16.166878211579657,0.6822580366776666,14.494840658392086,2.19596872653397,8.544794128154798,4.083556695422336,0.0,0.0,61.529861548521225,0.0937918768760124,60.79607787077816,3.08747300174268,42.48634325533558,9.140754172212334,20.54167252715057,14.817766568700428,0.0,0.0,5.476329675613125,20.63144061714175,2.7053988885863656,22.587608540553138,3.7746057205661074,22.587658582863043,5.160678982192954,22.062470510551684,1.75,2.5
